State_Name,District_Name,Crop_Year,Season,Area,Rainfall,Humidity,Temperature ,prevYearsRainfall,prevYearsTemperature,prevYearsHumidity,Crop
Andhra Pradesh,ANANTAPUR,2008,Autum     ,34067,0,0.41,33,,,,Arhar/Tur
Andhra Pradesh,ANANTAPUR,2008,Autum     ,743,0,0.41,33,,,,Bajra
Andhra Pradesh,ANANTAPUR,2008,Autum     ,886,0,0.41,33,,,,Castor seed
Andhra Pradesh,ANANTAPUR,2008,Autum     ,1611,0,0.41,33,,,,Cotton(lint)
Andhra Pradesh,ANANTAPUR,2008,Autum     ,1574,0,0.41,33,,,,Dry chillies
Andhra Pradesh,ANANTAPUR,2008,Autum     ,853577,0,0.41,33,,,,Groundnut
Andhra Pradesh,ANANTAPUR,2008,Autum     ,295,0,0.41,33,,,,Horse-gram
Andhra Pradesh,ANANTAPUR,2008,Autum     ,1782,0,0.41,33,,,,Jowar
Andhra Pradesh,ANANTAPUR,2008,Autum     ,6041,0,0.41,33,,,,Maize
Andhra Pradesh,ANANTAPUR,2008,Autum     ,629,0,0.41,33,,,,Moong(Green Gram)
Andhra Pradesh,ANANTAPUR,2008,Autum     ,1376,0,0.41,33,,,,Onion
Andhra Pradesh,ANANTAPUR,2008,Autum     ,60,0,0.41,33,,,,Other summer pulses
Andhra Pradesh,ANANTAPUR,2008,Autum     ,1460,0,0.41,33,,,,Ragi
Andhra Pradesh,ANANTAPUR,2008,Autum     ,30306,0,0.41,33,,,,Rice
Andhra Pradesh,ANANTAPUR,2008,Autum     ,112,0,0.41,33,,,,Small millets
Andhra Pradesh,ANANTAPUR,2008,Autum     ,182,0,0.41,33,,,,Soyabean
Andhra Pradesh,ANANTAPUR,2008,Winter       ,26,0.2,0.94,24,,,,Bajra
Andhra Pradesh,ANANTAPUR,2008,Winter       ,73055,0.2,0.94,24,,,,Gram
Andhra Pradesh,ANANTAPUR,2008,Winter       ,16879,0.2,0.94,24,,,,Groundnut
Andhra Pradesh,ANANTAPUR,2008,Winter       ,205,0.2,0.94,24,,,,Horse-gram
Andhra Pradesh,ANANTAPUR,2008,Winter       ,12501,0.2,0.94,24,,,,Jowar
Andhra Pradesh,ANANTAPUR,2008,Winter       ,14,0.2,0.94,24,,,,Linseed
Andhra Pradesh,ANANTAPUR,2008,Winter       ,3658,0.2,0.94,24,,,,Maize
Andhra Pradesh,ANANTAPUR,2008,Winter       ,173,0.2,0.94,24,,,,Onion
Andhra Pradesh,ANANTAPUR,2008,Winter       ,336,0.2,0.94,24,,,,Ragi
Andhra Pradesh,ANANTAPUR,2008,Winter       ,18416,0.2,0.94,24,,,,Rice
Andhra Pradesh,ANANTAPUR,2008,Winter       ,113,0.2,0.94,24,,,,Safflower
Andhra Pradesh,ANANTAPUR,2008,Winter       ,164,0.2,0.94,24,,,,Wheat
Andhra Pradesh,ANANTAPUR,2009,Autum     ,20269,1.1,0.6,30,0,33,0.41,Arhar/Tur
Andhra Pradesh,ANANTAPUR,2009,Autum     ,1722,1.1,0.6,30,0,33,0.41,Bajra
Andhra Pradesh,ANANTAPUR,2009,Autum     ,1332,1.1,0.6,30,0,33,0.41,Castor seed
Andhra Pradesh,ANANTAPUR,2009,Autum     ,2063,1.1,0.6,30,0,33,0.41,Cotton(lint)
Andhra Pradesh,ANANTAPUR,2009,Autum     ,1604,1.1,0.6,30,0,33,0.41,Dry chillies
Andhra Pradesh,ANANTAPUR,2009,Autum     ,510874,1.1,0.6,30,0,33,0.41,Groundnut
Andhra Pradesh,ANANTAPUR,2009,Autum     ,5848,1.1,0.6,30,0,33,0.41,Horse-gram
Andhra Pradesh,ANANTAPUR,2009,Autum     ,41409,1.1,0.6,30,0,33,0.41,Jowar
Andhra Pradesh,ANANTAPUR,2009,Autum     ,8852,1.1,0.6,30,0,33,0.41,Maize
Andhra Pradesh,ANANTAPUR,2009,Autum     ,448,1.1,0.6,30,0,33,0.41,Moong(Green Gram)
Andhra Pradesh,ANANTAPUR,2009,Autum     ,1663,1.1,0.6,30,0,33,0.41,Onion
Andhra Pradesh,ANANTAPUR,2009,Autum     ,57,1.1,0.6,30,0,33,0.41,Other summer pulses
